Gene Symbol,Ensembl ID,Pvalue,LogFC,Dataset,Accession,Tissue,origem
NFKBIA,ENSG00000100906,	9.72901403059595e-121,	55.4412469616666,,,,BOST_Epithelial.csv
NTM,ENSG00000182667,	7.33764657795289e-101,	-253.251911359084,,,,BOST_Epithelial.csv
OMG,ENSG00000126861,0,	51.4802826273502,,,,BOST_Epithelial.csv
P3H2,ENSG00000090530,	5.5684491292457597e-244,	-38.2954536082233,,,,BOST_Epithelial.csv
PDE4D,ENSG00000113448,0,	-90.1089793467785,,,,BOST_Epithelial.csv
PTPRG,ENSG00000144724,	1.53176430920874e-274,	-46.5000780387229,,,,BOST_Epithelial.csv
ROS1,ENSG00000047936,	2.012377985588e-235,	-26.8108096444777,,,,BOST_Epithelial.csv
RP1,ENSG00000104237,	0.034334092987566,	-34.1810351772116,,,,BOST_Epithelial.csv
RTKN2,ENSG00000182010,	5.76044197485982e-110,	-38.4709681320955,,,,BOST_Epithelial.csv
S100A11,ENSG00000163191,0,	68.0764610873488,,,,BOST_Epithelial.csv
S100A6,ENSG00000197956,0,	164.39011901752,,,,BOST_Epithelial.csv
S100A8,ENSG00000143546,0,	240.538462977985,,,,BOST_Epithelial.csv
S100A9,ENSG00000163220,0,	200.596572708588,,,,BOST_Epithelial.csv
SAA1,ENSG00000173432,0,	348.705392445729,,,,BOST_Epithelial.csv
SAA2,ENSG00000134339,0,	166.663437498097,,,,BOST_Epithelial.csv
SAT1,ENSG00000130066,0,	76.2037591513713,,,,BOST_Epithelial.csv
SFTPC,ENSG00000168484,	7.4074831009941e-148,	235.431727940997,,,,BOST_Epithelial.csv
SGMS2,ENSG00000164023,	3.35930325518843e-156,	-50.562077721867,,,,BOST_Epithelial.csv
SLC4A4,ENSG00000080493,	1.7181255087983298e-126,	-29.6264513955131,,,,BOST_Epithelial.csv
SLPI,ENSG00000124107,0,	147.357224756158,,,,BOST_Epithelial.csv
SOD2,ENSG00000112096,	7.2868345948863e-236,	132.257671861442,,,,BOST_Epithelial.csv
SOX5,ENSG00000134532,0,	-26.8014111305493,,,,BOST_Epithelial.csv
SPAG16,ENSG00000144451,	7.44238046664479e-52,	-30.5059836940533,,,,BOST_Epithelial.csv
SRGN,ENSG00000122862,0,	117.900494875139,,,,BOST_Epithelial.csv
SYNE1,ENSG00000131018,	4.527109654599e-273,	-66.9010683194551,,,,BOST_Epithelial.csv
TACC1,ENSG00000147526,	4.90036993878662e-252,	-29.4283797532465,,,,BOST_Epithelial.csv
TMEM190,ENSG00000160472,0,	61.4359184888194,,,,BOST_Epithelial.csv
TMSB4X,ENSG00000205542,0,	99.0005039291425,,,,BOST_Epithelial.csv
VIM,ENSG00000026025,0,	60.177606688219,,,,BOST_Epithelial.csv
WFDC2,ENSG00000101443,0,	105.751722074184,,,,BOST_Epithelial.csv
WSB1,ENSG00000109046,	3.09709954403821e-264,	-30.8046313697088,,,,BOST_Epithelial.csv
ZNF385B,ENSG00000144331,0,	-68.5882659815008,,,,BOST_Epithelial.csv
AC096564.1,AC096564.1,0,	-44.3029514567717,,,,Delorey_Epithelial.csv
ACSL4,ENSG00000068366,	3.13663179731755e-185,	-21.8014843130453,,,,Delorey_Epithelial.csv
AL133268.4,AL133268.4,0,	-57.4286237773991,,,,Delorey_Epithelial.csv
ANK3,ENSG00000151150,	1.99011026807576e-115,	-26.8511348671886,,,,Delorey_Epithelial.csv
ANKRD28,ENSG00000206560,0,	-22.3509224786358,,,,Delorey_Epithelial.csv
ATF7IP2,ENSG00000166669,0,	-30.7511987629567,,,,Delorey_Epithelial.csv
BTBD9,ENSG00000183826,	1.53329694819812e-36,	-22.9450536295676,,,,Delorey_Epithelial.csv
CADPS2,ENSG00000081803,	1.47994457820048e-64,	113.693155665371,,,,Delorey_Epithelial.csv
CAMK1D,ENSG00000183049,	2.84434162637769e-29,	-30.9842472530729,,,,Delorey_Epithelial.csv
DHFR,ENSG00000228716,0,	134.584134191591,,,,Delorey_Epithelial.csv
ELL2,ENSG00000118985,0,	-27.3224712002059,,,,Delorey_Epithelial.csv
EMP2,ENSG00000213853,	2.68703603729023e-51,	-29.4355279718469,,,,Delorey_Epithelial.csv
LHFPL3,ENSG00000187416,0,	-25.0544517903821,,,,Delorey_Epithelial.csv
LINC00513,ENSG00000233559,0,	-19.9235657022066,,,,Delorey_Epithelial.csv
MALAT1,ENSG00000251562,	5.44791400529376e-275,inf,,,,Delorey_Epithelial.csv
MT-ATP6,ENSG00000198899,0,	213.956715197642,,,,Delorey_Epithelial.csv
MT-CO1,ENSG00000198804,0,	150.56284309201,,,,Delorey_Epithelial.csv
MT-CO2,ENSG00000198712,0,	256.813171149759,,,,Delorey_Epithelial.csv
MT-CO3,ENSG00000198938,0,	190.262426696897,,,,Delorey_Epithelial.csv
MT-ND1,ENSG00000198888,0,	156.137054662529,,,,Delorey_Epithelial.csv
MT-ND2,ENSG00000198763,0,	282.473317114858,,,,Delorey_Epithelial.csv
MT-ND3,ENSG00000198840,0,	194.116294732649,,,,Delorey_Epithelial.csv
MT-ND4,ENSG00000198886,0,	153.797110584804,,,,Delorey_Epithelial.csv
MTRNR2L12,ENSG00000269028,0,	137.704146288019,,,,Delorey_Epithelial.csv
NCOA7,ENSG00000111912,	1.47582424368324e-153,	-22.2991057063146,,,,Delorey_Epithelial.csv
NTM,ENSG00000182667,	9.942057723779159e-137,	119.496164624859,,,,Delorey_Epithelial.csv
P3H2,ENSG00000090530,0,	-29.7156898161018,,,,Delorey_Epithelial.csv
PDE4D,ENSG00000113448,	1.8794586303213e-271,	-28.5621279401298,,,,Delorey_Epithelial.csv
RASGEF1B,ENSG00000138670,0,	245.548048801002,,,,Delorey_Epithelial.csv
RBMS3,ENSG00000144642,0,	-24.1929819921669,,,,Delorey_Epithelial.csv
ROS1,ENSG00000047936,0,	-22.1021082596481,,,,Delorey_Epithelial.csv
SFTPA1,ENSG00000122852,0,	219.016115688898,,,,Delorey_Epithelial.csv
SFTPA2,ENSG00000185303,0,	216.131209475501,,,,Delorey_Epithelial.csv
SFTPC,ENSG00000168484,	1.7220031352177803e-61,	181.50604460381,,,,Delorey_Epithelial.csv
SGMS2,ENSG00000164023,0,	-39.7183925115112,,,,Delorey_Epithelial.csv
SMYD3,ENSG00000185420,	4.20719411345226e-55,	146.459836592098,,,,Delorey_Epithelial.csv
SSBP2,ENSG00000145687,	7.447354894709759e-11,	-30.3968399219323,,,,Delorey_Epithelial.csv
SYNE1,ENSG00000131018,0,	-23.9079269085499,,,,Delorey_Epithelial.csv
TACC1,ENSG00000147526,0,	-23.330654092987,,,,Delorey_Epithelial.csv
AC096564.1,AC096564.1,0,	-32.5252125775798,,,,Izar_Epithelial.csv
AGBL1,ENSG00000273540,0,	-21.5452376778797,,,,Izar_Epithelial.csv
AL133268.4,AL133268.4,	5.76943812273515e-166,	-41.4536869951906,,,,Izar_Epithelial.csv
ATF7IP2,ENSG00000166669,	5.557815853816781e-149,	-25.4427060332303,,,,Izar_Epithelial.csv
ATP13A4,ENSG00000127249,	6.0222250896950295e-28,	-25.3422607200177,,,,Izar_Epithelial.csv
CAMK1D,ENSG00000183049,	5.37760164245164e-52,	-27.0061532348873,,,,Izar_Epithelial.csv
ELL2,ENSG00000118985,	3.3561117053716805e-173,	-22.5155070367388,,,,Izar_Epithelial.csv
EMP2,ENSG00000213853,	5.51425749681442e-33,	-22.3463093026677,,,,Izar_Epithelial.csv
GPC5,ENSG00000179399,	6.45302002556289e-14,	-20.7179387338271,,,,Izar_Epithelial.csv
HSP90AA1,ENSG00000080824,0,	30.7608981673286,,,,Izar_Epithelial.csv
KANSL1L,ENSG00000144445,	2.57129190250077e-74,	34.0312825869242,,,,Izar_Epithelial.csv
MACROD2,ENSG00000172264,	2.4669636358217e-94,	27.8833664511165,,,,Izar_Epithelial.csv
MALAT1,ENSG00000251562,	1.41382407205171e-43,	304.881049827513,,,,Izar_Epithelial.csv
MT-CO2,ENSG00000198712,0,	37.6471352566207,,,,Izar_Epithelial.csv
NCKAP5,ENSG00000176771,	1.88117934843847e-95,	-34.1494258001627,,,,Izar_Epithelial.csv
NEAT1,ENSG00000245532,0,	102.903996906136,,,,Izar_Epithelial.csv
NTM,ENSG00000182667,	4.67918135512588e-26,	56.7372717309159,,,,Izar_Epithelial.csv
P3H2,ENSG00000090530,0,	-26.674630715377,,,,Izar_Epithelial.csv
PDE4D,ENSG00000113448,	1.90169068281374e-146,	-28.3670805793939,,,,Izar_Epithelial.csv
SFTPA2,ENSG00000185303,	3.83567208301252e-84,	138.971372950604,,,,Izar_Epithelial.csv
SGMS2,ENSG00000164023,0,	-37.1552813773941,,,,Izar_Epithelial.csv
SSBP2,ENSG00000145687,	0.0170300259832228,	-28.2023112383767,,,,Izar_Epithelial.csv
SYNE1,ENSG00000131018,0,	-32.8812364785704,,,,Izar_Epithelial.csv
TACC1,ENSG00000147526,0,	-18.977752608411,,,,Izar_Epithelial.csv
ZBTB20,ENSG00000181722,	8.45442533764208e-35,	39.3139365488076,,,,Izar_Epithelial.csv
ZNF385B,ENSG00000144331,	5.204348572963449e-209,	-19.3507185196613,,,,Izar_Epithelial.csv
ACTB,ENSG00000075624,0,	43.3819952425004,,,,Kropski_Epithelial.csv
AGER,ENSG00000204305,	8.604358859238919e-34,	-48.4012938290696,,,,Kropski_Epithelial.csv
CCL4,ENSG00000275302,0,	129.105769552243,,,,Kropski_Epithelial.csv
CD74,ENSG00000019582,	5.1711814980809e-104,	49.0602209249923,,,,Kropski_Epithelial.csv
CLU,ENSG00000120885,	0.0048704669976316,	-46.472360582208,,,,Kropski_Epithelial.csv
CSTB,ENSG00000160213,	4.49869993957849e-16,	46.2600103445588,,,,Kropski_Epithelial.csv
CTGF,CTGF,	5.8687039070247e-134,	-54.0829200814977,,,,Kropski_Epithelial.csv
CXCL2,ENSG00000081041,	2.4604015039677497e-69,	76.0023886939642,,,,Kropski_Epithelial.csv
EEF1A1,ENSG00000156508,	1.52003737747811e-91,	51.2542717450982,,,,Kropski_Epithelial.csv
FOS,ENSG00000170345,	7.11086623167091e-264,	36.1683477485654,,,,Kropski_Epithelial.csv
FTL,ENSG00000087086,	2.45950645919936e-27,	-50.3932081433334,,,,Kropski_Epithelial.csv
HSPB1,ENSG00000106211,	7.031055337046e-25,	50.594026643368,,,,Kropski_Epithelial.csv
IGHG1,ENSG00000211896,	6.16345127518056e-292,	329.738284310214,,,,Kropski_Epithelial.csv
IGLV3-19,ENSG00000211663,0,inf,,,,Kropski_Epithelial.csv
JUN,ENSG00000177606,	6.19863541406717e-81,	67.5824408494709,,,,Kropski_Epithelial.csv
MT-CO1,ENSG00000198804,	1.39484136834776e-61,	41.9392656008573,,,,Kropski_Epithelial.csv
MT-ND2,ENSG00000198763,0,	-113.481702360746,,,,Kropski_Epithelial.csv
MT-ND3,ENSG00000198840,	8.09365538680342e-39,	-66.0200202258501,,,,Kropski_Epithelial.csv
MT-ND4,ENSG00000198886,	2.22190430461576e-217,	-47.2903999311496,,,,Kropski_Epithelial.csv
MT2A,ENSG00000125148,	2.6917040867824403e-145,	46.2674470949687,,,,Kropski_Epithelial.csv
NFKBIA,ENSG00000100906,	1.55153690073956e-213,	39.3560534488425,,,,Kropski_Epithelial.csv
PGC,ENSG00000096088,	5.9561692860299e-14,	-60.4920822937691,,,,Kropski_Epithelial.csv
PPDPF,ENSG00000125534,0,	38.8645686557272,,,,Kropski_Epithelial.csv
RPL21,ENSG00000122026,0,	-40.0765183877597,,,,Kropski_Epithelial.csv
RPL41,ENSG00000229117,0,	-60.1168630068074,,,,Kropski_Epithelial.csv
RPS12,ENSG00000112306,	4.4669255228648e-130,	51.5693206736913,,,,Kropski_Epithelial.csv
RPS26,ENSG00000197728,0,	41.5428112233422,,,,Kropski_Epithelial.csv
S100A10,ENSG00000197747,0,	92.4029678320627,,,,Kropski_Epithelial.csv
S100A6,ENSG00000197956,	0.0022747037089856,	73.4953655723165,,,,Kropski_Epithelial.csv
SLPI,ENSG00000124107,	8.52116204988993e-73,	-171.579591581001,,,,Kropski_Epithelial.csv
TPPP3,ENSG00000159713,	1.32647452214499e-66,	-43.9472123926013,,,,Kropski_Epithelial.csv
AREG,ENSG00000109321,	5.83231464342712e-26,	86.8451093927924,,,,Xu_Epithelial.csv
C1QB,ENSG00000173369,	7.165154090588589e-232,	-53.6172909919389,,,,Xu_Epithelial.csv
CAPS,ENSG00000105519,	1.7965810896905203e-15,	-34.2836490311594,,,,Xu_Epithelial.csv
CAV1,ENSG00000105974,	1.20514985538148e-120,	-56.4397642200379,,,,Xu_Epithelial.csv
CCL3L1,CCL3L1,	5.92539915088099e-265,	146.078055798325,,,,Xu_Epithelial.csv
CCL4L2,ENSG00000276070,0,	254.226748304937,,,,Xu_Epithelial.csv
CLU,ENSG00000120885,	1.21747368777027e-22,	-53.4568234316299,,,,Xu_Epithelial.csv
CTGF,CTGF,	1.58933500542184e-131,	-49.2675095554935,,,,Xu_Epithelial.csv
CXCL2,ENSG00000081041,	5.693021319062309e-135,	115.034112092285,,,,Xu_Epithelial.csv
CXCL8,ENSG00000169429,0,	575.346571460518,,,,Xu_Epithelial.csv
EEF1A1,ENSG00000156508,	0.0094778033543807,	140.808268121095,,,,Xu_Epithelial.csv
EMP2,ENSG00000213853,	1.28874566537068e-259,	-37.7874935275413,,,,Xu_Epithelial.csv
FTH1,ENSG00000167996,	6.964133317466351e-61,	514.866368564951,,,,Xu_Epithelial.csv
FTL,ENSG00000087086,	3.19736692433386e-108,	359.0149961751,,,,Xu_Epithelial.csv
G0S2,ENSG00000123689,	1.40244709113817e-283,	94.4582914253614,,,,Xu_Epithelial.csv
GDF15,ENSG00000130513,	2.93483244195791e-24,	89.1896930032761,,,,Xu_Epithelial.csv
GSTP1,ENSG00000084207,	2.9348895050651e-144,	-40.6933389670009,,,,Xu_Epithelial.csv
HBB,ENSG00000244734,	5.21052980113074e-272,inf,,,,Xu_Epithelial.csv
HLA-DRA,ENSG00000204287,	4.9444137910417e-12,	-41.4476640266285,,,,Xu_Epithelial.csv
HLA-DRB1,ENSG00000196126,	4.04775986749635e-30,	-41.823322883181,,,,Xu_Epithelial.csv
HSP90AA1,ENSG00000080824,0,	84.8884994441268,,,,Xu_Epithelial.csv
HSPA1A,ENSG00000204389,0,	216.092578652811,,,,Xu_Epithelial.csv
HSPA1B,ENSG00000204388,0,	87.6124847024726,,,,Xu_Epithelial.csv
HSPB1,ENSG00000106211,	1.10448951918589e-60,	89.1609225010789,,,,Xu_Epithelial.csv
IGKC,ENSG00000211592,0,inf,,,,Xu_Epithelial.csv
LCN2,ENSG00000148346,	5.39732090002956e-35,	77.6894631786656,,,,Xu_Epithelial.csv
MT-CO1,ENSG00000198804,	6.46859941420788e-292,	-41.8710989126596,,,,Xu_Epithelial.csv
MT-CO2,ENSG00000198712,	1.16347157991594e-206,	81.5656313585673,,,,Xu_Epithelial.csv
MT-CYB,ENSG00000198727,	2.5089888284525495e-287,	157.037689556387,,,,Xu_Epithelial.csv
MT-ND1,ENSG00000198888,	9.47269725625248e-295,	102.215278698944,,,,Xu_Epithelial.csv
MT-ND3,ENSG00000198840,	1.02417645607929e-119,	63.2625127928623,,,,Xu_Epithelial.csv
MT-ND4,ENSG00000198886,0,	70.44853594383,,,,Xu_Epithelial.csv
MT-ND5,ENSG00000198786,0,	86.3297777744913,,,,Xu_Epithelial.csv
NEAT1,ENSG00000245532,0,	482.634413264221,,,,Xu_Epithelial.csv
NFKBIA,ENSG00000100906,	2.48351575650241e-52,	62.6026018035524,,,,Xu_Epithelial.csv
PGC,ENSG00000096088,0,	-117.074189289505,,,,Xu_Epithelial.csv
RARRES3,RARRES3,	1.61587818871575e-108,	-46.0208446152201,,,,Xu_Epithelial.csv
RPL12,ENSG00000197958,	6.74160311940039e-90,	110.813804865313,,,,Xu_Epithelial.csv
RPLP1,ENSG00000137818,	3.08119645089664e-218,	65.3416894585099,,,,Xu_Epithelial.csv
RPS12,ENSG00000112306,	1.15592209560665e-57,	83.4610808993685,,,,Xu_Epithelial.csv
S100A4,ENSG00000196154,	2.22273682124097e-30,	-50.6665482238092,,,,Xu_Epithelial.csv
S100A8,ENSG00000143546,	1.07033327612124e-270,	135.408739424525,,,,Xu_Epithelial.csv
S100A9,ENSG00000163220,	5.15891007592332e-245,	123.86539286547,,,,Xu_Epithelial.csv
SFTA2,ENSG00000196260,0,	-31.825580427385,,,,Xu_Epithelial.csv
SFTPA1,ENSG00000122852,	6.80020091603077e-45,	205.4829029906,,,,Xu_Epithelial.csv
SFTPA2,ENSG00000185303,	2.54806051505637e-18,	328.717978670521,,,,Xu_Epithelial.csv
SLPI,ENSG00000124107,0,	-206.521459853381,,,,Xu_Epithelial.csv
SPP1,ENSG00000118785,0,	157.679461568604,,,,Xu_Epithelial.csv
SRGN,ENSG00000122862,0,	87.4790808476817,,,,Xu_Epithelial.csv
TCIM,ENSG00000176907,	1.19173404216618e-19,	69.8461253958084,,,,Xu_Epithelial.csv
TMSB4X,ENSG00000205542,	9.458370194946992e-45,	-82.5192335418187,,,,Xu_Epithelial.csv
TPPP3,ENSG00000159713,	0.0001174514582044,	-49.2656268792995,,,,Xu_Epithelial.csv
TPT1,ENSG00000133112,	2.5442000979978e-273,	185.891591336004,,,,Xu_Epithelial.csv
UBC,ENSG00000150991,	9.19292343845839e-177,	77.1622692785553,,,,Xu_Epithelial.csv
WFDC2,ENSG00000101443,	2.09032328924552e-132,	328.708712050003,,,,Xu_Epithelial.csv
ANK2,ENSG00000145362,	2.70758216643123e-218,	-40.2210621824818,,,,BOST_Fibroblasts.csv
B2M,ENSG00000166710,0,	160.441587083651,,,,BOST_Fibroblasts.csv
C7,ENSG00000112936,	3.2590292067956e-194,	-49.849488828614,,,,BOST_Fibroblasts.csv
CALD1,ENSG00000122786,0,	-52.7340222813902,,,,BOST_Fibroblasts.csv
CCL3,ENSG00000277632,0,	202.322577096077,,,,BOST_Fibroblasts.csv
CCL3L3,ENSG00000276085,0,	160.488417051316,,,,BOST_Fibroblasts.csv
CCL4,ENSG00000275302,0,	205.201606145224,,,,BOST_Fibroblasts.csv
CCL4L2,ENSG00000276070,0,	185.013700993618,,,,BOST_Fibroblasts.csv
COL1A2,ENSG00000164692,0,	-169.59317544973,,,,BOST_Fibroblasts.csv
COL3A1,ENSG00000168542,	1.11308562565788e-208,	-85.5680553530428,,,,BOST_Fibroblasts.csv
COL6A3,ENSG00000163359,0,	-39.2659222491381,,,,BOST_Fibroblasts.csv
CRISPLD2,ENSG00000103196,	2.39978247244238e-222,	-40.8218864198948,,,,BOST_Fibroblasts.csv
CXCL8,ENSG00000169429,0,	738.941229007323,,,,BOST_Fibroblasts.csv
DNAJB1,ENSG00000132002,0,	148.903145525035,,,,BOST_Fibroblasts.csv
DPYSL3,ENSG00000113657,	1.08790124547049e-300,	-41.2560133789421,,,,BOST_Fibroblasts.csv
EBF1,ENSG00000164330,	4.74409573588111e-227,	-42.6354135349726,,,,BOST_Fibroblasts.csv
ELN,ENSG00000049540,0,	-119.097765931961,,,,BOST_Fibroblasts.csv
FTH1,ENSG00000167996,0,	402.986133258376,,,,BOST_Fibroblasts.csv
FTL,ENSG00000087086,0,	491.510444885316,,,,BOST_Fibroblasts.csv
GAS7,ENSG00000007237,	7.3025564986278e-150,	-74.1173072253793,,,,BOST_Fibroblasts.csv
GLIS3,ENSG00000107249,	4.81044929492881e-173,	-39.747488525522,,,,BOST_Fibroblasts.csv
GPC6,ENSG00000183098,	5.21540109663567e-259,	-46.9641416636861,,,,BOST_Fibroblasts.csv
HSP90AA1,ENSG00000080824,0,	241.923998012101,,,,BOST_Fibroblasts.csv
HSP90AB1,ENSG00000096384,0,	117.033492987012,,,,BOST_Fibroblasts.csv
HSPA1A,ENSG00000204389,0,	447.303303287083,,,,BOST_Fibroblasts.csv
HSPA1B,ENSG00000204388,0,	238.350092544667,,,,BOST_Fibroblasts.csv
HSPA6,ENSG00000173110,0,	333.600260442391,,,,BOST_Fibroblasts.csv
ITGBL1,ENSG00000198542,	6.78331227726089e-228,	-68.6044984922435,,,,BOST_Fibroblasts.csv
KAZN,ENSG00000189337,	3.77791390580685e-288,	-45.5118812865142,,,,BOST_Fibroblasts.csv
LAMA2,ENSG00000196569,0,	-72.9416258230726,,,,BOST_Fibroblasts.csv
LSAMP,ENSG00000185565,0,	-49.8532154114541,,,,BOST_Fibroblasts.csv
MACF1,ENSG00000127603,0,	-60.7833817739505,,,,BOST_Fibroblasts.csv
MALAT1,ENSG00000251562,	1.84164700907379e-25,inf,,,,BOST_Fibroblasts.csv
MT-ATP6,ENSG00000198899,0,	158.228585694517,,,,BOST_Fibroblasts.csv
MT-CO1,ENSG00000198804,0,	230.375132288156,,,,BOST_Fibroblasts.csv
MT-CO2,ENSG00000198712,0,	145.445531128716,,,,BOST_Fibroblasts.csv
MT-CO3,ENSG00000198938,0,	171.211111351149,,,,BOST_Fibroblasts.csv
MT-CYB,ENSG00000198727,0,	113.523523246718,,,,BOST_Fibroblasts.csv
MT2A,ENSG00000125148,	4.41680720193526e-27,	130.903026472318,,,,BOST_Fibroblasts.csv
NAV3,ENSG00000067798,0,	-46.9630139476946,,,,BOST_Fibroblasts.csv
NEAT1,ENSG00000245532,0,	350.12622649567,,,,BOST_Fibroblasts.csv
NFATC2,ENSG00000101096,	1.7934460955053602e-148,	-58.6846002185094,,,,BOST_Fibroblasts.csv
PRKG1,ENSG00000185532,0,	-67.1633213446328,,,,BOST_Fibroblasts.csv
ROBO2,ENSG00000185008,0,	-93.1292554158057,,,,BOST_Fibroblasts.csv
S100A8,ENSG00000143546,0,	423.053019108106,,,,BOST_Fibroblasts.csv
S100A9,ENSG00000163220,0,	274.461325282638,,,,BOST_Fibroblasts.csv
SAMD4A,ENSG00000020577,0,	-38.3497630899022,,,,BOST_Fibroblasts.csv
SAT1,ENSG00000130066,0,	121.853242406619,,,,BOST_Fibroblasts.csv
SDK1,ENSG00000146555,0,	-43.7621780906387,,,,BOST_Fibroblasts.csv
SERPINE1,ENSG00000106366,	5.69568678840688e-63,	-99.9688329598948,,,,BOST_Fibroblasts.csv
SLIT2,ENSG00000145147,0,	-98.8961045215244,,,,BOST_Fibroblasts.csv
SLIT3,ENSG00000184347,0,	-52.7327383124192,,,,BOST_Fibroblasts.csv
SOD2,ENSG00000112096,0,	149.486697827773,,,,BOST_Fibroblasts.csv
TACC1,ENSG00000147526,	4.11498974614292e-284,	-66.6964280057193,,,,BOST_Fibroblasts.csv
TIMP1,ENSG00000102265,0,	183.400499153749,,,,BOST_Fibroblasts.csv
TIMP3,ENSG00000100234,0,	-202.770147465529,,,,BOST_Fibroblasts.csv
VIM,ENSG00000026025,0,	114.842770732018,,,,BOST_Fibroblasts.csv
COL1A1,ENSG00000108821,	1.21879219276475e-86,	165.576055266332,Delorey TM et al.(Lung),GSE171668_Lung,Lung,Delorey_Fibroblasts.csv
COL1A2,ENSG00000164692,	5.99308276861069e-248,	154.034500542455,Delorey TM et al.(Lung),GSE171668_Lung,Lung,Delorey_Fibroblasts.csv
COL3A1,ENSG00000168542,	8.56360186073095e-293,	200.200741850901,Delorey TM et al.(Lung),GSE171668_Lung,Lung,Delorey_Fibroblasts.csv
CRISPLD2,ENSG00000103196,	2.95832629428947e-113,	-27.3165232418094,Delorey TM et al.(Lung),GSE171668_Lung,Lung,Delorey_Fibroblasts.csv
EGFR,ENSG00000146648,	2.07889167512396e-153,	-28.8885927676138,Delorey TM et al.(Lung),GSE171668_Lung,Lung,Delorey_Fibroblasts.csv
ESYT2,ENSG00000117868,	8.555222914857701e-162,	-30.9808119059897,Delorey TM et al.(Lung),GSE171668_Lung,Lung,Delorey_Fibroblasts.csv
FN1,ENSG00000115414,	1.42648712284297e-173,	283.866042028277,Delorey TM et al.(Lung),GSE171668_Lung,Lung,Delorey_Fibroblasts.csv
FTL,ENSG00000087086,0,	177.832822292084,Delorey TM et al.(Lung),GSE171668_Lung,Lung,Delorey_Fibroblasts.csv
GAS7,ENSG00000007237,	3.84022477959662e-11,	-58.9968134042927,Delorey TM et al.(Lung),GSE171668_Lung,Lung,Delorey_Fibroblasts.csv
GPC6,ENSG00000183098,	3.57156243683514e-21,	138.191022173967,Delorey TM et al.(Lung),GSE171668_Lung,Lung,Delorey_Fibroblasts.csv
A2M,ENSG00000175899,	1.1197401280579e-186,	73.2222802842287,,,,Izar_Fibroblasts.csv
ABI3BP,ENSG00000154175,	5.30998977061398e-59,	53.0513628147233,,,,Izar_Fibroblasts.csv
ACSL4,ENSG00000068366,	1.09482824364049e-77,	-57.6131857999981,,,,Izar_Fibroblasts.csv
ANK2,ENSG00000145362,	2.09398737159807e-78,	-21.006661052832,,,,Izar_Fibroblasts.csv
CCDC80,ENSG00000091986,	2.69883486415369e-75,	48.7578413198324,,,,Izar_Fibroblasts.csv
CEMIP,ENSG00000103888,	1.02594622690578e-128,	37.3056848816018,,,,Izar_Fibroblasts.csv
COL1A1,ENSG00000108821,0,	115.500735306905,,,,Izar_Fibroblasts.csv
COL3A1,ENSG00000168542,0,	122.532408325571,,,,Izar_Fibroblasts.csv
COL5A2,ENSG00000204262,	1.26305785703877e-237,	40.0297851972327,,,,Izar_Fibroblasts.csv
ELN,ENSG00000049540,	7.62560377055909e-225,	-43.3504183450512,,,,Izar_Fibroblasts.csv
FN1,ENSG00000115414,	1.31877184292009e-73,	64.887491286532,,,,Izar_Fibroblasts.csv
GAS7,ENSG00000007237,	0.0136445617430726,	-43.3784952130719,,,,Izar_Fibroblasts.csv
GPC6,ENSG00000183098,	1.7016969437596098e-224,	72.0367001000192,,,,Izar_Fibroblasts.csv
HSP90AA1,ENSG00000080824,0,	55.0085649905993,,,,Izar_Fibroblasts.csv
LUM,ENSG00000139329,0,	37.9261364776549,,,,Izar_Fibroblasts.csv
MALAT1,ENSG00000251562,	3.0188197384057297e-11,	304.31065822361,,,,Izar_Fibroblasts.csv
MEG8,ENSG00000225746,	1.25261337035843e-48,	-21.2093809735545,,,,Izar_Fibroblasts.csv
NEAT1,ENSG00000245532,0,	113.078857684644,,,,Izar_Fibroblasts.csv
PLOD2,ENSG00000152952,	9.404368639430791e-186,	54.2723335627829,,,,Izar_Fibroblasts.csv
PLXDC2,ENSG00000120594,	6.87409607762938e-16,	39.608687927516,,,,Izar_Fibroblasts.csv
PPP1CB,ENSG00000213639,	1.02597412235662e-52,	-21.4948611962098,,,,Izar_Fibroblasts.csv
PRR16,ENSG00000184838,	3.5747161532062e-56,	33.6836263245501,,,,Izar_Fibroblasts.csv
ROBO2,ENSG00000185008,0,	-42.7711480037614,,,,Izar_Fibroblasts.csv
RUNX1,ENSG00000159216,	7.31401476138095e-276,	72.0263574322349,,,,Izar_Fibroblasts.csv
SLIT2,ENSG00000145147,	1.86802847552257e-74,	-40.4933809464678,,,,Izar_Fibroblasts.csv
SNED1,ENSG00000162804,	9.89357010521876e-147,	34.0352607751639,,,,Izar_Fibroblasts.csv
SPARC,ENSG00000113140,	1.54035221092336e-119,	86.4637401527491,,,,Izar_Fibroblasts.csv
TACC1,ENSG00000147526,	1.81807913189449e-231,	-26.5193834320437,,,,Izar_Fibroblasts.csv
TIMP3,ENSG00000100234,	2.56973901289486e-239,	-57.8057880037612,,,,Izar_Fibroblasts.csv
ULK4,ENSG00000168038,	6.56849754886388e-194,	-24.8672019164083,,,,Izar_Fibroblasts.csv
A2M,ENSG00000175899,	3.82194994271554e-14,	90.8679079593731,,,,Kropski_Fibroblasts.csv
ACTB,ENSG00000075624,	2.23880134796319e-102,	112.831796551393,,,,Kropski_Fibroblasts.csv
APOD,ENSG00000189058,	8.55755629924607e-81,	-120.689761310135,,,,Kropski_Fibroblasts.csv
